Date,SP500 P,SP500 D,SP500 E,CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price,Real Earnings,Real TR Scaled Earnings,CAPE,,TR CAPE,,Excess CAPE Yield,Monthly Total Bond Returns,Real Total Bond Returns,10y Annualized Stock Real Return,10y Annualized Bonds Real Return,Real 10y Excess Annualized Returns,,,,
1953.07,24.29,1.42,2.52,26.80,1953.54,2.93,258.89,15.13," 	21,364.90 ",26.89," 	2,219.46 ",11.75,,15.07,,9.99%,1.00,10.55,13.73%,1.21%,12.52%,,,,
1953.08,24.39,1.42,2.54,26.90,1953.62,2.95,258.99,15.08," 	21,476.80 ",26.94," 	2,233.68 ",11.72,,15.03,,10.10%,1.01,10.52,14.01%,1.29%,12.72%,,,,
1953.09,23.27,1.42,2.55,26.90,1953.71,2.87,247.10,15.08," 	20,594.77 ",27.08," 	2,256.84 ",11.14,,14.29,,10.56%,1.02,10.62,14.81%,1.16%,13.65%,,,,
1953.1,23.97,1.43,2.54,27.00,1953.79,2.66,253.59,15.13," 	21,240.80 ",26.84," 	2,247.85 ",11.39,,14.62,,10.61%,1.00,10.80,14.48%,0.97%,13.51%,,,,
1953.11,24.50,1.44,2.52,26.90,1953.87,2.68,260.16,15.29," 	21,897.90 ",26.79," 	2,255.33 ",11.64,,14.95,,10.36%,1.01,10.84,14.10%,0.95%,13.14%,,,,
1953.12,24.83,1.45,2.51,26.90,1953.96,2.59,263.66,15.40," 	22,300.85 ",26.65," 	2,254.33 ",11.75,,15.10,,10.37%,1.01,10.95,14.12%,0.85%,13.27%,,,,
1954.01,25.46,1.46,2.52,26.90,1954.04,2.48,270.35,15.47," 	22,975.70 ",26.79," 	2,277.11 ",12.00,,15.43,,10.30%,1.00,11.08,14.15%,0.73%,13.43%,,,,
1954.02,26.02,1.46,2.54,26.90,1954.12,2.47,276.30,15.54," 	23,591.11 ",26.94," 	2,299.88 ",12.22,,15.71,,10.17%,1.01,11.12,14.02%,0.75%,13.27%,,,,
1954.03,26.57,1.47,2.55,26.90,1954.21,2.37,282.14,15.61," 	24,200.83 ",27.08," 	2,322.62 ",12.42,,15.97,,10.13%,1.01,11.24,13.96%,0.62%,13.34%,,,,
1954.04,27.63,1.46,2.57,26.80,1954.29,2.29,294.49,15.60," 	25,371.70 ",27.43," 	2,363.00 ",12.91,,16.60,,9.81%,0.99,11.38,13.62%,0.52%,13.10%,,,,
1954.05,28.73,1.46,2.60,26.90,1954.37,2.37,305.07,15.47," 	26,394.77 ",27.57," 	2,385.61 ",13.31,,17.12,,9.54%,1.00,11.28,13.31%,0.67%,12.64%,,,,
1954.06,28.96,1.45,2.62,26.90,1954.46,2.38,307.52,15.40," 	26,717.09 ",27.82," 	2,417.08 ",13.36,,17.18,,9.44%,1.01,11.29,13.09%,0.68%,12.41%,,,,
1954.07,30.13,1.46,2.62,26.90,1954.54,2.30,319.94,15.47," 	27,908.46 ",27.86," 	2,429.91 ",13.83,,17.78,,9.20%,1.00,11.39,13.00%,0.58%,12.42%,,,,
1954.08,30.73,1.46,2.63,26.90,1954.62,2.36,326.31,15.54," 	28,577.18 ",27.89," 	2,442.66 ",14.04,,18.05,,9.04%,1.00,11.36,12.63%,0.68%,11.95%,,,,
1954.09,31.45,1.47,2.63,26.80,1954.71,2.38,335.20,15.67," 	29,470.21 ",28.03," 	2,464.44 ",14.36,,18.45,,8.82%,1.00,11.40,12.47%,0.64%,11.83%,,,,
1954.1,32.18,1.49,2.68,26.80,1954.79,2.43,342.98,15.92," 	30,270.87 ",28.53," 	2,517.87 ",14.62,,18.78,,8.65%,1.00,11.37,12.39%,0.70%,11.68%,,,,
1954.11,33.44,1.52,2.72,26.80,1954.87,2.48,356.41,16.17," 	31,575.01 ",29.03," 	2,571.45 ",15.12,,19.41,,8.37%,1.00,11.35,11.98%,0.76%,11.22%,,,,
1954.12,34.97,1.54,2.77,26.70,1954.96,2.51,374.12,16.48," 	33,264.98 ",29.63," 	2,634.94 ",15.79,,20.26,,7.96%,0.99,11.38,11.23%,0.74%,10.49%,,,,
1955.01,35.60,1.55,2.83,26.70,1955.04,2.61,380.86,16.55," 	33,986.86 ",30.31," 	2,704.94 ",15.99,,20.50,,7.78%,1.00,11.31,11.30%,0.83%,10.47%,,,,
1955.02,36.79,1.55,2.90,26.70,1955.12,2.65,393.59,16.62," 	35,246.52 ",30.99," 	2,775.14 ",16.44,,21.06,,7.57%,1.00,11.29,11.01%,0.87%,10.14%,,,,
1955.03,36.50,1.56,2.96,26.70,1955.21,2.68,390.48,16.69," 	35,093.23 ",31.67," 	2,845.92 ",16.22,,20.76,,7.62%,1.00,11.29,11.06%,0.87%,10.18%,,,,
1955.04,37.76,1.56,3.05,26.70,1955.29,2.75,403.96,16.72," 	36,429.93 ",32.59," 	2,939.35 ",16.69,,21.33,,7.38%,1.00,11.24,10.78%,0.92%,9.86%,,,,
1955.05,37.60,1.57,3.13,26.70,1955.37,2.76,402.25,16.76," 	36,401.52 ",33.52," 	3,033.46 ",16.52,,21.10,,7.37%,1.00,11.26,10.98%,0.94%,10.04%,,,,
1955.06,39.78,1.57,3.22,26.70,1955.46,2.78,425.57,16.80," 	38,638.70 ",34.45," 	3,127.62 ",17.37,,22.16,,6.94%,0.99,11.27,9.74%,0.90%,8.84%,,,,
1955.07,42.69,1.59,3.29,26.80,1955.54,2.90,455.00,16.91," 	41,438.44 ",35.10," 	3,196.78 ",18.45,,23.50,,6.52%,1.00,11.13,8.99%,1.06%,7.92%,,,,
1955.08,42.43,1.60,3.37,26.80,1955.62,2.97,452.23,17.09," 	41,315.75 ",35.88," 	3,278.26 ",18.22,,23.17,,6.52%,1.00,11.09,9.25%,1.10%,8.15%,,,,
1955.09,44.34,1.62,3.44,26.90,1955.71,2.97,470.83,17.20," 	43,146.06 ",36.53," 	3,347.37 ",18.84,,23.93,,6.38%,1.01,11.08,9.16%,1.11%,8.05%,,,,
1955.1,42.11,1.63,3.50,26.90,1955.79,2.88,447.15,17.27," 	41,108.01 ",37.17," 	3,416.72 ",17.77,,22.53,,6.79%,1.00,11.19,9.93%,0.96%,8.96%,,,,
1955.11,44.95,1.63,3.56,26.90,1955.87,2.89,477.31,17.34," 	44,013.30 ",37.80," 	3,485.81 ",18.84,,23.84,,6.46%,1.00,11.21,9.30%,0.90%,8.39%,,,,
1955.12,45.37,1.64,3.62,26.80,1955.96,2.96,483.57,17.48," 	44,724.63 ",38.58," 	3,568.51 ",18.94,,23.94,,6.26%,1.01,11.21,9.07%,0.77%,8.29%,,,,
1956.01,44.15,1.67,3.64,26.80,1956.04,2.90,470.56,17.80," 	43,659.17 ",38.83," 	3,602.83 ",18.29,,23.08,,6.51%,1.01,11.30,9.54%,0.74%,8.80%,,,,
1956.02,44.43,1.70,3.67,26.80,1956.12,2.84,473.55,18.12," 	44,076.15 ",39.08," 	3,637.47 ",18.27,,23.02,,6.64%,0.99,11.38,9.32%,0.47%,8.86%,,,,
1956.03,47.49,1.73,3.69,26.80,1956.21,2.96,506.16,18.44," 	47,254.80 ",39.33," 	3,671.72 ",19.37,,24.37,,6.09%,0.98,11.29,8.10%,0.52%,7.58%,,,,
1956.04,48.05,1.75,3.66,26.90,1956.29,3.18,510.23,18.62," 	47,779.14 ",38.86," 	3,639.37 ",19.37,,24.34,,5.85%,1.01,11.07,8.27%,0.80%,7.47%,,,,
1956.05,46.54,1.78,3.63,27.00,1956.37,3.07,492.36,18.80," 	46,252.92 ",38.40," 	3,607.61 ",18.54,,23.27,,6.18%,1.01,11.16,8.07%,0.73%,7.34%,,,,
1956.06,46.27,1.80,3.60,27.20,1956.46,3.00,485.91,18.90," 	45,794.45 ",37.81," 	3,563.00 ",18.16,,22.77,,6.33%,0.99,11.17,8.08%,0.71%,7.38%,,,,
1956.07,48.78,1.81,3.55,27.40,1956.54,3.11,508.53,18.90," 	48,074.72 ",37.04," 	3,501.95 ",18.86,,23.62,,5.50%,0.98,11.02,7.53%,0.69%,6.83%,,,,
1956.08,48.49,1.83,3.51,27.30,1956.62,3.33,507.35,19.11," 	48,114.53 ",36.69," 	3,479.52 ",18.67,,23.37,,5.08%,1.00,10.88,6.81%,0.64%,6.17%,,,,
1956.09,46.84,1.84,3.46,27.40,1956.71,3.38,488.30,19.18," 	46,459.27 ",36.07," 	3,431.88 ",17.84,,22.31,,5.22%,1.01,10.82,6.84%,0.77%,6.07%,,,,
1956.1,46.24,1.81,3.44,27.50,1956.79,3.34,480.29,18.77," 	45,846.16 ",35.77," 	3,414.00 ",17.42,,21.78,,5.23%,0.99,10.85,6.86%,0.86%,6.00%,,,,
1956.11,45.76,1.77,3.43,27.50,1956.87,3.49,475.31,18.42," 	45,516.77 ",35.59," 	3,408.46 ",17.12,,21.39,,4.94%,0.99,10.75,7.49%,0.88%,6.61%,,,,
1956.12,46.44,1.74,3.41,27.60,1956.96,3.59,480.62,18.01," 	46,169.49 ",35.29," 	3,390.14 ",17.20,,21.47,,4.75%,1.01,10.65,7.41%,1.27%,6.15%,,,,
1957.01,45.43,1.74,3.41,27.60,1957.04,3.46,470.17,17.97," 	45,309.26 ",35.26," 	3,397.62 ",16.72,,20.86,,5.05%,1.01,10.80,8.05%,1.37%,6.68%,,,,
1957.02,43.47,1.73,3.40,27.70,1957.12,3.34,448.26,17.87," 	43,341.49 ",35.10," 	3,393.27 ",15.84,,19.76,,5.54%,1.00,10.90,8.93%,1.28%,7.65%,,,,
1957.03,44.03,1.73,3.40,27.80,1957.21,3.41,452.40,17.78," 	43,885.15 ",34.93," 	3,388.81 ",15.90,,19.82,,5.29%,1.00,10.82,9.04%,1.43%,7.62%,,,,
1957.04,45.05,1.73,3.41,27.90,1957.29,3.48,461.22,17.71," 	44,884.03 ",34.88," 	3,394.12 ",16.12,,20.09,,5.17%,0.99,10.75,8.98%,1.46%,7.52%,,,,
1957.05,46.78,1.73,3.41,28.00,1957.37,3.60,477.23,17.65," 	46,584.32 ",34.82," 	3,399.05 ",16.60,,20.66,,4.91%,0.99,10.64,8.76%,1.37%,7.40%,,,,
1957.06,47.55,1.73,3.42,28.10,1957.46,3.80,483.36,17.59," 	47,325.65 ",34.76," 	3,403.86 ",16.73,,20.81,,4.65%,0.99,10.46,8.45%,1.42%,7.03%,,,,
1957.07,48.51,1.74,3.44,28.30,1957.54,3.93,489.63,17.56," 	48,083.20 ",34.69," 	3,406.43 ",16.87,,20.96,,4.46%,1.00,10.31,8.46%,1.47%,6.99%,,,,
1957.08,45.84,1.75,3.45,28.30,1957.62,3.93,462.68,17.66," 	45,581.24 ",34.86," 	3,433.84 ",15.87,,19.70,,4.69%,1.00,10.34,9.21%,1.35%,7.86%,,,,
1957.09,43.98,1.76,3.47,28.30,1957.71,3.92,443.91,17.76," 	43,877.58 ",35.02," 	3,461.92 ",15.16,,18.81,,4.77%,1.00,10.38,9.77%,1.31%,8.46%,,,,
1957.1,41.24,1.77,3.44,28.30,1957.79,3.97,416.25,17.87," 	41,291.12 ",34.69," 	3,440.93 ",14.15,,17.55,,5.19%,1.02,10.37,10.42%,1.19%,9.23%,,,,
1957.11,40.35,1.78,3.40,28.40,1957.87,3.72,405.83,17.90," 	40,405.76 ",34.23," 	3,408.03 ",13.74,,17.04,,5.65%,1.05,10.59,10.30%,0.80%,9.51%,,,,
1957.12,40.33,1.79,3.37,28.40,1957.96,3.21,405.63,18.00," 	40,535.10 ",33.89," 	3,387.14 ",13.67,,16.95,,6.06%,1.01,11.08,10.58%,0.40%,10.18%,,,,
1958.01,41.12,1.78,3.29,28.60,1958.04,3.09,410.69,17.81," 	41,188.43 ",32.89," 	3,298.81 ",13.79,,17.09,,6.06%,1.01,11.14,10.33%,0.46%,9.87%,,,,
1958.02,41.26,1.78,3.22,28.60,1958.12,3.05,412.08,17.74," 	41,476.96 ",32.13," 	3,233.58 ",13.78,,17.09,,6.19%,1.01,11.21,9.74%,0.39%,9.35%,,,,
1958.03,42.11,1.77,3.14,28.80,1958.21,2.98,417.65,17.56," 	42,184.71 ",31.14," 	3,145.57 ",13.93,,17.26,,6.30%,1.01,11.22,9.35%,0.26%,9.10%,,,,
1958.04,42.34,1.76,3.07,28.90,1958.29,2.88,418.48,17.36," 	42,414.49 ",30.34," 	3,075.40 ",13.91,,17.24,,6.27%,1.00,11.31,10.07%,0.28%,9.80%,,,,
1958.05,43.70,1.74,3.00,28.90,1958.37,2.92,431.92,17.23," 	43,922.42 ",29.65," 	3,015.27 ",14.32,,17.74,,5.98%,1.00,11.30,9.94%,0.13%,9.80%,,,,
1958.06,44.75,1.73,2.93,28.90,1958.46,2.97,442.30,17.10," 	45,122.66 ",28.96," 	2,954.40 ",14.64,,18.12,,5.70%,0.98,11.28,9.89%,0.25%,9.64%,,,,
1958.07,45.98,1.73,2.91,29.00,1958.54,3.20,452.89,17.04," 	46,347.90 ",28.70," 	2,936.64 ",14.96,,18.51,,5.23%,0.97,11.05,9.54%,0.62%,8.93%,,,,
1958.08,47.70,1.73,2.90,28.90,1958.62,3.54,471.46,17.10," 	48,393.86 ",28.63," 	2,938.81 ",15.54,,19.23,,4.56%,0.98,10.80,8.83%,0.92%,7.90%,,,,
1958.09,48.96,1.73,2.88,28.90,1958.71,3.76,483.91,17.10," 	49,818.45 ",28.47," 	2,930.50 ",15.93,,19.70,,4.18%,1.00,10.64,8.85%,1.06%,7.79%,,,,
1958.1,50.95,1.74,2.88,28.90,1958.79,3.80,503.58,17.16," 	51,990.60 ",28.50," 	2,942.22 ",16.56,,20.46,,3.95%,1.01,10.63,8.62%,0.96%,7.66%,,,,
1958.11,52.50,1.74,2.89,29.00,1958.87,3.74,517.11,17.17," 	53,535.26 ",28.43," 	2,943.59 ",16.99,,20.97,,3.97%,0.99,10.68,8.46%,0.84%,7.62%,,,,
1958.12,53.49,1.75,2.89,28.90,1958.96,3.86,528.68,17.30," 	54,882.74 ",28.56," 	2,965.25 ",17.36,,21.40,,3.73%,0.99,10.65,8.30%,0.64%,7.66%,,,,
1959.01,55.62,1.76,2.96,29.00,1959.04,4.02,547.84,17.30," 	57,021.10 ",29.19," 	3,037.98 ",17.98,,22.14,,3.45%,1.01,10.51,7.42%,0.79%,6.63%,,,,
1959.02,54.77,1.76,3.04,28.90,1959.12,3.96,541.34,17.43," 	56,495.14 ",30.01," 	3,132.32 ",17.76,,21.84,,3.63%,1.00,10.63,7.44%,0.56%,6.88%,,,,
1959.03,56.16,1.77,3.11,28.90,1959.21,3.99,555.07,17.49," 	58,081.07 ",30.74," 	3,216.38 ",18.20,,22.36,,3.46%,0.99,10.64,6.84%,0.44%,6.41%,,,,
1959.04,57.10,1.78,3.21,29.00,1959.29,4.12,562.42,17.50," 	59,002.19 ",31.58," 	3,313.49 ",18.43,,22.61,,3.26%,0.99,10.53,6.86%,0.64%,6.22%,,,,
1959.05,57.96,1.78,3.30,29.00,1959.37,4.31,570.89,17.57," 	60,044.40 ",32.54," 	3,422.13 ",18.69,,22.89,,3.04%,1.00,10.40,7.01%,0.67%,6.34%,,,,
1959.06,57.46,1.79,3.40,29.10,1959.46,4.34,564.02,17.57," 	59,475.86 ",33.37," 	3,519.28 ",18.45,,22.56,,3.07%,1.00,10.38,6.51%,0.51%,6.00%,,,,
1959.07,59.74,1.80,3.41,29.20,1959.54,4.40,584.39,17.58," 	61,778.53 ",33.36," 	3,526.36 ",19.09,,23.31,,2.95%,1.00,10.33,5.59%,0.45%,5.15%,,,,
1959.08,59.40,1.80,3.42,29.20,1959.62,4.43,581.07,17.64," 	61,582.33 ",33.46," 	3,545.65 ",18.96,,23.11,,2.91%,0.98,10.34,5.54%,0.46%,5.08%,,,,
1959.09,57.05,1.81,3.43,29.30,1959.71,4.68,556.17,17.65," 	59,099.97 ",33.44," 	3,553.25 ",18.12,,22.07,,2.90%,1.02,10.14,6.01%,0.34%,5.67%,,,,
1959.1,57.00,1.82,3.42,29.40,1959.79,4.53,553.80,17.65," 	59,003.62 ",33.20," 	3,536.77 ",18.02,,21.91,,3.20%,1.00,10.27,6.11%,0.27%,5.84%,,,,
1959.11,57.23,1.82,3.40,29.40,1959.87,4.53,556.03,17.71," 	59,398.99 ",33.07," 	3,532.31 ",18.07,,21.95,,3.14%,0.99,10.31,6.09%,0.21%,5.88%,,,,
1959.12,59.06,1.83,3.39,29.40,1959.96,4.69,573.81,17.78," 	61,456.63 ",32.94," 	3,527.56 ",18.62,,22.59,,2.90%,1.00,10.21,5.13%,-0.06%,5.18%,,,,
1960.01,58.03,1.87,3.39,29.30,1960.04,4.72,565.73,18.20," 	60,753.35 ",33.05," 	3,549.09 ",18.34,,22.22,,2.96%,1.02,10.26,5.16%,-0.16%,5.32%,,,,
1960.02,55.78,1.90,3.39,29.40,1960.12,4.49,541.94,18.49," 	58,364.61 ",32.94," 	3,547.08 ",17.55,,21.23,,3.47%,1.02,10.46,5.19%,0.04%,5.15%,,,,
1960.03,55.02,1.94,3.39,29.40,1960.21,4.25,534.56,18.85," 	57,738.55 ",32.94," 	3,557.50 ",17.29,,20.90,,3.76%,1.00,10.70,5.45%,-0.06%,5.52%,,,,
1960.04,55.73,1.94,3.35,29.50,1960.29,4.28,539.62,18.82," 	58,454.75 ",32.41," 	3,510.30 ",17.43,,21.06,,3.71%,1.00,10.68,4.95%,-0.28%,5.23%,,,,
1960.05,55.22,1.95,3.30,29.50,1960.37,4.35,534.68,18.85," 	58,089.97 ",31.99," 	3,475.02 ",17.26,,20.83,,3.66%,1.02,10.65,3.75%,-0.59%,4.33%,,,,
1960.06,57.26,1.95,3.26,29.60,1960.46,4.15,552.56,18.82," 	60,202.87 ",31.46," 	3,427.55 ",17.82,,21.49,,3.67%,1.02,10.83,3.30%,-0.69%,3.98%,,,,
1960.07,55.84,1.95,3.26,29.60,1960.54,3.90,538.86,18.82," 	58,880.74 ",31.49," 	3,441.03 ",17.38,,20.94,,3.93%,1.01,11.09,3.53%,-0.65%,4.18%,,,,
1960.08,56.51,1.95,3.27,29.60,1960.62,3.80,545.33,18.82," 	59,758.57 ",31.52," 	3,454.46 ",17.58,,21.17,,3.88%,1.00,11.22,3.71%,-0.75%,4.46%,,,,
1960.09,54.81,1.95,3.27,29.60,1960.71,3.80,528.92,18.82," 	58,132.69 ",31.56," 	3,468.23 ",17.05,,20.51,,4.02%,1.00,11.25,4.58%,-0.67%,5.25%,,,,
1960.1,53.73,1.95,3.27,29.80,1960.79,3.89,515.02,18.69," 	56,775.94 ",31.34," 	3,455.38 ",16.61,,19.96,,4.07%,1.00,11.13,5.03%,-0.51%,5.54%,,,,
1960.11,55.47,1.95,3.27,29.80,1960.87,3.93,531.70,18.69," 	58,786.30 ",31.34," 	3,465.50 ",17.15,,20.59,,3.80%,1.01,11.13,4.63%,-0.16%,4.79%,,,,
1960.12,56.80,1.95,3.27,29.80,1960.96,3.84,544.45,18.69," 	60,368.03 ",31.34," 	3,475.41 ",17.56,,21.07,,3.63%,1.00,11.25,5.03%,0.06%,4.96%,,,,
1961.01,59.72,1.95,3.21,29.80,1961.04,3.84,572.43,18.66," 	63,643.87 ",30.77," 	3,420.91 ",18.47,,22.14,,3.18%,1.01,11.28,4.89%,0.19%,4.70%,,,,
1961.02,62.17,1.94,3.15,29.80,1961.12,3.78,595.92,18.63," 	66,427.43 ",30.19," 	3,365.71 ",19.23,,23.03,,2.91%,1.01,11.37,4.85%,0.24%,4.61%,,,,
1961.03,64.12,1.94,3.09,29.80,1961.21,3.74,614.61,18.60," 	68,683.70 ",29.62," 	3,309.93 ",19.84,,23.73,,2.75%,1.00,11.45,4.76%,0.50%,4.26%,,,,
1961.04,65.83,1.94,3.07,29.80,1961.29,3.78,631.00,18.60," 	70,688.58 ",29.43," 	3,296.58 ",20.38,,24.35,,2.58%,1.01,11.45,4.81%,0.43%,4.39%,,,,
1961.05,66.50,1.94,3.05,29.80,1961.37,3.71,637.42,18.60," 	71,581.63 ",29.24," 	3,283.07 ",20.60,,24.58,,2.56%,0.99,11.55,4.51%,-0.08%,4.59%,,,,
1961.06,65.62,1.94,3.03,29.80,1961.46,3.88,628.99,18.60," 	70,808.40 ",29.04," 	3,269.57 ",20.33,,24.24,,2.45%,1.00,11.42,4.38%,-0.09%,4.47%,,,,
1961.07,65.44,1.95,3.04,30.00,1961.54,3.92,623.08,18.54," 	70,317.29 ",28.91," 	3,263.00 ",20.15,,24.00,,2.52%,0.99,11.35,4.38%,-0.14%,4.52%,,,,
1961.08,67.79,1.95,3.04,29.90,1961.62,4.04,647.61,18.66," 	73,261.56 ",29.07," 	3,288.97 ",20.94,,24.93,,2.18%,1.01,11.31,3.77%,0.03%,3.74%,,,,
1961.09,67.26,1.96,3.05,30.00,1961.71,3.98,640.41,18.66," 	72,622.41 ",29.04," 	3,293.17 ",20.71,,24.63,,2.25%,1.01,11.37,4.11%,0.35%,3.76%,,,,
1961.1,68.00,1.98,3.10,30.00,1961.79,3.92,647.46,18.85," 	73,599.56 ",29.48," 	3,351.67 ",20.92,,24.87,,2.22%,1.00,11.46,3.75%,0.45%,3.30%,,,,
1961.11,71.08,2.00,3.14,30.00,1961.87,3.94,676.78,19.04," 	77,113.58 ",29.93," 	3,410.15 ",21.86,,25.96,,1.92%,0.99,11.48,2.81%,0.58%,2.23%,,,,
1961.12,71.74,2.02,3.19,30.00,1961.96,4.06,683.07,19.23," 	78,012.23 ",30.37," 	3,468.90 ",22.04,,26.16,,1.73%,1.00,11.40,3.35%,0.55%,2.80%,,,,
1962.01,69.07,2.03,3.25,30.00,1962.04,4.08,657.64,19.30," 	75,292.44 ",30.94," 	3,542.79 ",21.20,,25.14,,1.89%,1.01,11.42,4.17%,0.57%,3.60%,,,,
1962.02,70.22,2.03,3.31,30.10,1962.12,4.04,666.37,19.30," 	76,475.84 ",31.41," 	3,604.88 ",21.45,,25.43,,1.98%,1.01,11.46,4.17%,0.44%,3.73%,,,,
1962.03,70.29,2.04,3.37,30.10,1962.21,3.93,667.04,19.36," 	76,737.22 ",31.98," 	3,679.11 ",21.44,,25.40,,2.09%,1.01,11.60,4.38%,0.35%,4.03%,,,,
1962.04,68.05,2.05,3.40,30.20,1962.29,3.84,643.64,19.36," 	74,231.34 ",32.19," 	3,712.47 ",20.66,,24.46,,2.35%,1.00,11.69,4.83%,0.21%,4.62%,,,,
1962.05,62.99,2.05,3.44,30.20,1962.37,3.87,595.78,19.42," 	68,898.37 ",32.51," 	3,759.02 ",19.09,,22.59,,2.72%,1.00,11.70,5.51%,0.28%,5.23%,,,,
1962.06,55.63,2.06,3.47,30.20,1962.46,3.91,526.17,19.48," 	61,035.78 ",32.82," 	3,807.19 ",16.83,,19.92,,3.35%,1.00,11.70,6.83%,0.32%,6.51%,,,,
1962.07,56.97,2.07,3.49,30.30,1962.54,4.01,537.06,19.48," 	62,488.04 ",32.90," 	3,828.04 ",17.14,,20.29,,3.10%,1.01,11.60,6.47%,0.41%,6.07%,,,,
1962.08,58.52,2.07,3.51,30.30,1962.62,3.98,551.68,19.55," 	64,377.68 ",33.09," 	3,861.34 ",17.57,,20.80,,2.98%,1.00,11.67,6.52%,0.30%,6.22%,,,,
1962.09,58.00,2.08,3.53,30.40,1962.71,3.98,544.97,19.54," 	63,785.80 ",33.17," 	3,882.14 ",17.32,,20.50,,3.10%,1.01,11.67,6.47%,0.08%,6.39%,,,,
1962.1,56.17,2.10,3.58,30.40,1962.79,3.93,527.78,19.70," 	61,965.40 ",33.61," 	3,945.70 ",16.74,,19.82,,3.35%,1.00,11.75,6.77%,0.06%,6.71%,,,,
1962.11,60.04,2.11,3.62,30.40,1962.87,3.92,564.14,19.86," 	66,428.97 ",34.05," 	4,008.90 ",17.85,,21.13,,2.99%,1.01,11.80,6.55%,0.20%,6.35%,,,,
1962.12,62.64,2.13,3.67,30.40,1962.96,3.86,588.57,20.01," 	69,502.03 ",34.48," 	4,072.04 ",18.59,,22.00,,2.83%,1.01,11.90,6.29%,0.09%,6.20%,,,,
1963.01,65.06,2.14,3.68,30.40,1963.04,3.83,611.31,20.08," 	72,384.70 ",34.61," 	4,098.01 ",19.26,,22.79,,2.71%,1.00,11.97,5.94%,-0.01%,5.95%,,,,
1963.02,65.92,2.14,3.70,30.40,1963.12,3.92,619.39,20.14," 	73,540.24 ",34.73," 	4,124.00 ",19.47,,23.03,,2.60%,1.00,11.92,5.34%,-0.12%,5.46%,,,,
1963.03,65.67,2.15,3.71,30.50,1963.21,3.93,615.02,20.14," 	73,220.36 ",34.75," 	4,136.55 ",19.29,,22.81,,2.63%,1.00,11.91,5.14%,-0.20%,5.34%,,,,
1963.04,68.76,2.17,3.75,30.50,1963.29,3.97,643.96,20.29," 	76,866.95 ",35.15," 	4,195.86 ",20.15,,23.82,,2.37%,1.01,11.91,4.39%,-0.18%,4.57%,,,,
1963.05,70.14,2.18,3.80,30.50,1963.37,3.93,656.88,20.45," 	78,613.05 ",35.56," 	4,255.31 ",20.51,,24.23,,2.29%,1.00,11.98,3.81%,-0.39%,4.20%,,,,
1963.06,70.11,2.20,3.84,30.60,1963.46,3.99,654.46,20.54," 	78,527.44 ",35.85," 	4,301.03 ",20.38,,24.08,,2.25%,1.00,11.93,3.55%,-0.39%,3.93%,,,,
1963.07,69.07,2.20,3.88,30.70,1963.54,4.02,642.65,20.50," 	77,315.56 ",36.10," 	4,343.19 ",19.97,,23.58,,2.36%,1.00,11.90,3.81%,-0.49%,4.30%,,,,
1963.08,70.98,2.21,3.92,30.70,1963.62,4.00,660.42,20.53," 	79,659.42 ",36.47," 	4,399.34 ",20.47,,24.16,,2.21%,1.00,11.96,3.14%,-0.85%,3.99%,,,,
1963.09,72.85,2.21,3.96,30.70,1963.71,4.08,677.82,20.56," 	81,964.77 ",36.85," 	4,455.46 ",20.96,,24.73,,2.02%,1.00,11.92,3.03%,-0.56%,3.59%,,,,
1963.1,73.03,2.23,3.98,30.80,1963.79,4.11,677.29,20.71," 	82,109.23 ",36.91," 	4,474.80 ",20.89,,24.63,,2.00%,1.00,11.89,3.35%,-0.36%,3.71%,,,,
1963.11,72.62,2.26,4.00,30.80,1963.87,4.12,673.48,20.93," 	81,859.69 ",37.10," 	4,508.93 ",20.72,,24.42,,2.07%,1.00,11.92,2.58%,-0.35%,2.93%,,,,
1963.12,74.17,2.28,4.02,30.90,1963.96,4.13,685.63,21.08," 	83,549.81 ",37.16," 	4,528.38 ",21.04,,24.79,,2.02%,1.00,11.92,1.59%,-0.36%,1.95%,,,,
1964.01,76.45,2.30,4.07,30.90,1964.04,4.17,706.71,21.23," 	86,333.74 ",37.65," 	4,599.95 ",21.63,,25.47,,1.85%,1.01,11.92,1.34%,-0.57%,1.91%,,,,
1964.02,77.39,2.31,4.13,30.90,1964.12,4.15,715.40,21.38," 	87,612.97 ",38.15," 	4,671.79 ",21.83,,25.70,,1.83%,1.00,11.98,0.81%,-0.67%,1.48%,,,,
1964.03,78.80,2.33,4.18,30.90,1964.21,4.22,728.43,21.54," 	89,429.04 ",38.64," 	4,743.82 ",22.17,,26.08,,1.69%,1.00,11.95,0.93%,-0.89%,1.82%,,,,
1964.04,79.94,2.35,4.23,30.90,1964.29,4.23,738.97,21.69," 	90,944.75 ",39.10," 	4,812.31 ",22.42,,26.37,,1.66%,1.01,11.98,0.22%,-1.11%,1.33%,,,,
1964.05,80.72,2.36,4.28,30.90,1964.37,4.20,746.18,21.85," 	92,056.18 ",39.56," 	4,881.08 ",22.57,,26.54,,1.63%,1.01,12.06,-0.30%,-1.28%,0.98%,,,,
1964.06,80.24,2.38,4.33,31.00,1964.46,4.17,739.35,21.93," 	91,439.04 ",39.90," 	4,934.33 ",22.30,,26.20,,1.74%,1.00,12.09,-0.27%,-1.29%,1.02%,,,,
