Date,SP500 P,SP500 D,SP500 E,CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price,Real Earnings,Real TR Scaled Earnings,CAPE,,TR CAPE,,Excess CAPE Yield,Monthly Total Bond Returns,Real Total Bond Returns,10y Annualized Stock Real Return,10y Annualized Bonds Real Return,Real 10y Excess Annualized Returns,,,,
1871.01,4.44,0.26,0.40,12.46,1871.04,5.32,101.75,5.96, 	101.75 ,9.17, 	9.17 ,NA,,NA,,,1.00,1.00,13.06%,9.25%,3.81%,,,,
1871.02,4.50,0.26,0.40,12.84,1871.13,5.32,100.07,5.78, 	100.55 ,8.90, 	8.94 ,NA,,NA,,,1.00,0.97,13.09%,9.46%,3.62%,,,,
1871.03,4.61,0.26,0.40,13.03,1871.21,5.33,101.02,5.70, 	101.98 ,8.77, 	8.85 ,NA,,NA,,,1.00,0.96,13.10%,9.62%,3.48%,,,,
1871.04,4.74,0.26,0.40,12.56,1871.29,5.33,107.80,5.91, 	109.33 ,9.10, 	9.23 ,NA,,NA,,,1.00,1.00,12.21%,9.10%,3.11%,,,,
1871.05,4.86,0.26,0.40,12.27,1871.37,5.33,113.10,6.05, 	115.22 ,9.31, 	9.48 ,NA,,NA,,,1.00,1.03,12.26%,8.95%,3.31%,,,,
1871.06,4.82,0.26,0.40,12.08,1871.46,5.34,113.94,6.15, 	116.59 ,9.46, 	9.68 ,NA,,NA,,,1.00,1.05,12.31%,8.77%,3.54%,,,,
1871.07,4.73,0.26,0.40,12.08,1871.54,5.34,111.81,6.15, 	114.94 ,9.46, 	9.72 ,NA,,NA,,,1.00,1.06,12.00%,8.66%,3.34%,,,,
1871.08,4.79,0.26,0.40,11.89,1871.62,5.34,115.04,6.24, 	118.79 ,9.61, 	9.92 ,NA,,NA,,,1.00,1.08,11.19%,8.27%,2.93%,,,,
1871.09,4.84,0.26,0.40,12.18,1871.71,5.35,113.52,6.10, 	117.74 ,9.38, 	9.73 ,NA,,NA,,,1.00,1.06,11.00%,8.10%,2.90%,,,,
1871.1,4.59,0.26,0.40,12.37,1871.79,5.35,106.00,6.00, 	110.46 ,9.24, 	9.63 ,NA,,NA,,,1.00,1.05,11.48%,8.17%,3.31%,,,,
1871.11,4.64,0.26,0.40,12.37,1871.87,5.35,107.15,6.00, 	112.19 ,9.24, 	9.67 ,NA,,NA,,,1.00,1.05,11.53%,8.26%,3.27%,,,,
1871.12,4.74,0.26,0.40,12.65,1871.96,5.36,106.99,5.87, 	112.53 ,9.03, 	9.50 ,NA,,NA,,,1.00,1.03,11.21%,8.50%,2.71%,,,,
1872.01,4.86,0.26,0.40,12.65,1872.04,5.36,109.70,5.94, 	115.90 ,9.09, 	9.60 ,NA,,NA,,,1.00,1.04,10.77%,8.49%,2.28%,,,,
1872.02,4.88,0.27,0.41,12.65,1872.12,5.38,110.15,6.02, 	116.91 ,9.14, 	9.70 ,NA,,NA,,,1.00,1.04,10.38%,8.39%,1.98%,,,,
1872.03,5.04,0.27,0.41,12.84,1872.21,5.40,112.08,6.00, 	119.48 ,9.06, 	9.66 ,NA,,NA,,,1.00,1.03,10.17%,8.55%,1.62%,,,,
1872.04,5.18,0.27,0.41,13.13,1872.29,5.42,112.69,5.95, 	120.66 ,8.92, 	9.55 ,NA,,NA,,,1.00,1.01,10.01%,8.69%,1.32%,,,,
1872.05,5.18,0.28,0.41,13.13,1872.37,5.43,112.69,6.02, 	121.20 ,8.97, 	9.65 ,NA,,NA,,,1.00,1.01,9.78%,8.59%,1.19%,,,,
1872.06,5.13,0.28,0.42,13.03,1872.46,5.45,112.42,6.14, 	121.45 ,9.09, 	9.83 ,NA,,NA,,,1.00,1.02,9.65%,8.41%,1.24%,,,,
1872.07,5.10,0.28,0.42,12.84,1872.54,5.47,113.41,6.30, 	123.10 ,9.28, 	10.08 ,NA,,NA,,,1.00,1.04,10.25%,8.35%,1.90%,,,,
1872.08,5.04,0.29,0.42,12.94,1872.62,5.49,111.26,6.33, 	121.33 ,9.27, 	10.11 ,NA,,NA,,,1.00,1.04,10.68%,8.32%,2.36%,,,,
1872.09,4.95,0.29,0.42,13.03,1872.71,5.51,108.47,6.35, 	118.87 ,9.26, 	10.15 ,NA,,NA,,,1.00,1.03,11.37%,8.70%,2.67%,,,,
1872.1,4.97,0.29,0.43,12.75,1872.79,5.53,111.35,6.57, 	122.62 ,9.52, 	10.49 ,NA,,NA,,,1.00,1.06,10.87%,8.56%,2.31%,,,,
1872.11,4.95,0.30,0.43,13.13,1872.87,5.54,107.69,6.45, 	119.18 ,9.30, 	10.29 ,NA,,NA,,,1.00,1.03,10.86%,8.98%,1.88%,,,,
1872.12,5.07,0.30,0.43,12.94,1872.96,5.56,111.92,6.62, 	124.48 ,9.49, 	10.56 ,NA,,NA,,,1.00,1.05,10.59%,8.92%,1.67%,,,,
1873.01,5.11,0.30,0.43,12.94,1873.04,5.58,112.80,6.68, 	126.08 ,9.55, 	10.67 ,NA,,NA,,,1.01,1.05,10.44%,8.91%,1.52%,,,,
1873.02,5.15,0.31,0.44,13.23,1873.12,5.57,111.23,6.59, 	124.94 ,9.40, 	10.55 ,NA,,NA,,,1.01,1.03,10.24%,9.02%,1.21%,,,,
1873.03,5.11,0.31,0.44,13.23,1873.21,5.56,110.37,6.64, 	124.59 ,9.45, 	10.67 ,NA,,NA,,,1.01,1.04,10.56%,9.10%,1.46%,,,,
1873.04,5.04,0.31,0.44,13.23,1873.29,5.55,108.86,6.70, 	123.51 ,9.50, 	10.78 ,NA,,NA,,,1.01,1.05,11.04%,9.18%,1.86%,,,,
1873.05,5.05,0.31,0.44,12.94,1873.37,5.54,111.48,6.90, 	127.14 ,9.77, 	11.14 ,NA,,NA,,,1.01,1.07,10.69%,9.03%,1.66%,,,,
1873.06,4.98,0.32,0.45,12.56,1873.46,5.53,113.26,7.16, 	129.86 ,10.12, 	11.60 ,NA,,NA,,,1.01,1.11,10.93%,9.00%,1.93%,,,,
1873.07,4.97,0.32,0.45,12.56,1873.54,5.53,113.04,7.22, 	130.29 ,10.18, 	11.73 ,NA,,NA,,,1.01,1.12,11.00%,9.20%,1.80%,,,,
1873.08,4.97,0.32,0.45,12.56,1873.62,5.52,113.04,7.28, 	130.99 ,10.23, 	11.86 ,NA,,NA,,,1.01,1.12,10.48%,9.17%,1.31%,,,,
1873.09,4.59,0.32,0.45,12.56,1873.71,5.51,104.39,7.33, 	121.68 ,10.29, 	12.00 ,NA,,NA,,,1.01,1.13,11.59%,9.26%,2.33%,,,,
1873.1,4.19,0.33,0.46,12.27,1873.79,5.50,97.51,7.56, 	114.39 ,10.59, 	12.42 ,NA,,NA,,,1.01,1.16,12.02%,8.99%,3.04%,,,,
1873.11,4.04,0.33,0.46,11.89,1873.87,5.49,97.03,7.87, 	114.60 ,10.99, 	12.98 ,NA,,NA,,,1.01,1.21,12.34%,8.73%,3.61%,,,,
1873.12,4.42,0.33,0.46,12.18,1873.96,5.48,103.67,7.74, 	123.20 ,10.79, 	12.82 ,NA,,NA,,,1.01,1.18,11.23%,8.85%,2.37%,,,,
1874.01,4.66,0.33,0.46,12.37,1874.04,5.47,107.62,7.62, 	128.64 ,10.62, 	12.70 ,NA,,NA,,,1.01,1.17,10.47%,9.00%,1.47%,,,,
1874.02,4.80,0.33,0.46,12.37,1874.12,5.44,110.85,7.62, 	133.27 ,10.62, 	12.77 ,NA,,NA,,,1.01,1.18,10.43%,8.96%,1.47%,,,,
1874.03,4.73,0.33,0.46,12.37,1874.21,5.40,109.23,7.62, 	132.09 ,10.62, 	12.85 ,NA,,NA,,,1.01,1.19,10.54%,8.92%,1.62%,,,,
1874.04,4.60,0.33,0.46,12.18,1874.29,5.37,107.89,7.74, 	131.24 ,10.79, 	13.12 ,NA,,NA,,,1.01,1.22,10.39%,8.95%,1.44%,,,,
1874.05,4.48,0.33,0.46,12.08,1874.37,5.34,105.90,7.80, 	129.62 ,10.87, 	13.31 ,NA,,NA,,,1.01,1.23,9.89%,9.06%,0.84%,,,,
1874.06,4.46,0.33,0.46,11.80,1874.46,5.30,107.98,7.99, 	132.98 ,11.14, 	13.72 ,NA,,NA,,,1.01,1.27,9.22%,8.76%,0.46%,,,,
1874.07,4.46,0.33,0.46,11.89,1874.54,5.27,107.12,7.93, 	132.73 ,11.05, 	13.69 ,NA,,NA,,,1.01,1.27,9.43%,8.93%,0.50%,,,,
1874.08,4.47,0.33,0.46,11.80,1874.62,5.24,108.22,7.99, 	134.92 ,11.14, 	13.88 ,NA,,NA,,,1.01,1.29,9.98%,8.81%,1.17%,,,,
1874.09,4.54,0.33,0.46,11.80,1874.71,5.20,109.92,7.99, 	137.86 ,11.14, 	13.97 ,NA,,NA,,,1.01,1.30,9.57%,8.89%,0.68%,,,,
1874.1,4.53,0.33,0.46,11.61,1874.79,5.17,111.47,8.12, 	140.66 ,11.32, 	14.28 ,NA,,NA,,,1.01,1.33,9.17%,8.80%,0.37%,,,,
1874.11,4.57,0.33,0.46,11.51,1874.87,5.14,113.39,8.19, 	143.94 ,11.41, 	14.49 ,NA,,NA,,,1.01,1.35,9.01%,8.92%,0.09%,,,,
1874.12,4.54,0.33,0.46,11.51,1874.96,5.10,112.64,8.19, 	143.86 ,11.41, 	14.58 ,NA,,NA,,,1.01,1.36,9.18%,9.01%,0.17%,,,,
1875.01,4.54,0.33,0.45,11.51,1875.04,5.07,112.64,8.13, 	144.73 ,11.21, 	14.40 ,NA,,NA,,,1.01,1.37,8.92%,8.97%,-0.05%,,,,
1875.02,4.53,0.33,0.44,11.51,1875.12,5.03,112.39,8.06, 	145.27 ,11.00, 	14.22 ,NA,,NA,,,1.01,1.38,9.15%,8.81%,0.34%,,,,
1875.03,4.59,0.32,0.44,11.51,1875.21,4.99,113.88,8.00, 	148.06 ,10.79, 	14.03 ,NA,,NA,,,1.01,1.39,9.28%,9.03%,0.25%,,,,
1875.04,4.65,0.32,0.43,11.61,1875.29,4.95,114.43,7.87, 	149.62 ,10.50, 	13.73 ,NA,,NA,,,1.01,1.39,9.07%,8.95%,0.12%,,,,
1875.05,4.47,0.32,0.42,11.32,1875.37,4.91,112.77,8.01, 	148.32 ,10.55, 	13.88 ,NA,,NA,,,1.01,1.43,9.35%,8.90%,0.45%,,,,
1875.06,4.38,0.32,0.41,11.13,1875.46,4.87,112.39,8.08, 	148.71 ,10.52, 	13.92 ,NA,,NA,,,1.01,1.47,9.59%,8.94%,0.65%,,,,
1875.07,4.39,0.31,0.40,11.13,1875.54,4.83,112.64,8.02, 	149.93 ,10.31, 	13.72 ,NA,,NA,,,1.01,1.48,9.83%,8.77%,1.05%,,,,
1875.08,4.41,0.31,0.39,11.23,1875.62,4.79,112.20,7.89, 	150.21 ,10.01, 	13.40 ,NA,,NA,,,1.01,1.48,10.46%,8.83%,1.63%,,,,
1875.09,4.37,0.31,0.39,11.13,1875.71,4.75,112.13,7.89, 	151.00 ,9.88, 	13.30 ,NA,,NA,,,1.01,1.50,10.44%,8.83%,1.61%,,,,
1875.1,4.30,0.31,0.38,11.13,1875.79,4.71,110.34,7.83, 	149.46 ,9.67, 	13.09 ,NA,,NA,,,1.01,1.51,11.23%,8.80%,2.43%,,,,
1875.11,4.37,0.30,0.37,11.04,1875.87,4.67,113.10,7.83, 	154.09 ,9.53, 	12.99 ,NA,,NA,,,1.01,1.53,11.50%,8.54%,2.96%,,,,
1875.12,4.37,0.30,0.36,10.94,1875.96,4.63,114.08,7.83, 	156.32 ,9.40, 	12.88 ,NA,,NA,,,1.01,1.56,11.04%,8.16%,2.88%,,,,
1876.01,4.46,0.30,0.35,10.85,1876.04,4.59,117.45,7.90, 	161.84 ,9.30, 	12.82 ,NA,,NA,,,1.00,1.58,10.95%,8.28%,2.67%,,,,
1876.02,4.52,0.30,0.35,10.85,1876.12,4.58,119.03,7.90, 	164.92 ,9.13, 	12.65 ,NA,,NA,,,1.00,1.59,11.00%,8.25%,2.75%,,,,
1876.03,4.51,0.30,0.34,10.85,1876.21,4.57,118.77,7.90, 	165.47 ,8.95, 	12.47 ,NA,,NA,,,1.00,1.60,10.90%,8.35%,2.55%,,,,
1876.04,4.34,0.30,0.33,10.75,1876.29,4.56,115.30,7.97, 	161.57 ,8.86, 	12.41 ,NA,,NA,,,1.00,1.62,11.19%,8.35%,2.84%,,,,
1876.05,4.18,0.30,0.33,10.37,1876.37,4.54,115.13,8.26, 	162.28 ,9.00, 	12.68 ,NA,,NA,,,1.00,1.69,11.24%,8.20%,3.04%,,,,
1876.06,4.15,0.30,0.32,10.09,1876.46,4.53,117.54,8.50, 	166.68 ,9.06, 	12.85 ,NA,,NA,,,1.00,1.74,11.62%,8.00%,3.62%,,,,
1876.07,4.10,0.30,0.31,10.09,1876.54,4.52,116.12,8.50, 	165.67 ,8.87, 	12.66 ,NA,,NA,,,1.00,1.75,11.76%,7.83%,3.93%,,,,
1876.08,3.93,0.30,0.31,10.18,1876.62,4.51,110.27,8.42, 	158.32 ,8.61, 	12.36 ,NA,,NA,,,1.00,1.74,12.25%,7.77%,4.48%,,,,
1876.09,3.69,0.30,0.30,10.28,1876.71,4.50,102.57,8.34, 	148.27 ,8.34, 	12.05 ,NA,,NA,,,1.00,1.74,13.32%,7.84%,5.48%,,,,
1876.1,3.67,0.30,0.29,10.47,1876.79,4.49,100.16,8.19, 	145.78 ,8.00, 	11.65 ,NA,,NA,,,1.00,1.71,13.84%,8.01%,5.83%,,,,
1876.11,3.60,0.30,0.29,10.56,1876.87,4.47,97.37,8.11, 	142.69 ,7.75, 	11.36 ,NA,,NA,,,1.00,1.71,14.39%,8.07%,6.32%,,,,
1876.12,3.58,0.30,0.28,10.75,1876.96,4.46,95.11,7.97, 	140.36 ,7.44, 	10.98 ,NA,,NA,,,1.00,1.68,14.18%,8.10%,6.08%,,,,
1877.01,3.55,0.29,0.28,10.94,1877.04,4.45,92.68,7.59, 	137.70 ,7.35, 	10.93 ,NA,,NA,,,1.00,1.66,14.04%,8.00%,6.04%,,,,
1877.02,3.34,0.28,0.28,10.66,1877.12,4.44,89.53,7.55, 	133.96 ,7.59, 	11.36 ,NA,,NA,,,1.00,1.71,14.18%,7.56%,6.61%,,,,
1877.03,3.17,0.27,0.29,10.18,1877.21,4.43,88.94,7.65, 	134.03 ,8.00, 	12.05 ,NA,,NA,,,1.00,1.80,14.47%,7.05%,7.43%,,,,
1877.04,2.94,0.26,0.29,10.47,1877.29,4.42,80.24,7.19, 	121.82 ,7.82, 	11.88 ,NA,,NA,,,1.00,1.76,15.87%,7.32%,8.56%,,,,
1877.05,2.94,0.25,0.29,10.66,1877.37,4.41,78.81,6.81, 	120.51 ,7.73, 	11.82 ,NA,,NA,,,1.00,1.74,16.23%,7.48%,8.75%,,,,
1877.06,2.73,0.25,0.29,10.09,1877.46,4.40,77.32,6.94, 	119.12 ,8.21, 	12.65 ,NA,,NA,,,1.00,1.84,16.21%,6.99%,9.21%,,,,
1877.07,2.85,0.24,0.29,10.18,1877.54,4.40,79.96,6.62, 	124.04 ,8.18, 	12.70 ,NA,,NA,,,1.00,1.83,15.63%,7.20%,8.43%,,,,
1877.08,3.05,0.23,0.29,9.80,1877.62,4.39,88.90,6.61, 	138.75 ,8.55, 	13.34 ,NA,,NA,,,1.00,1.91,13.96%,6.63%,7.32%,,,,
1877.09,3.24,0.22,0.30,9.70,1877.71,4.38,95.36,6.40, 	149.68 ,8.68, 	13.63 ,NA,,NA,,,1.00,1.94,13.13%,6.63%,6.50%,,,,
1877.1,3.31,0.21,0.30,9.70,1877.79,4.37,97.42,6.13, 	153.71 ,8.73, 	13.78 ,NA,,NA,,,1.00,1.95,12.35%,6.48%,5.87%,,,,
1877.11,3.26,0.20,0.30,9.51,1877.87,4.36,97.87,5.98, 	155.20 ,8.96, 	14.20 ,NA,,NA,,,1.00,2.00,12.37%,6.12%,6.25%,,,,
1877.12,3.25,0.19,0.30,9.51,1877.96,4.35,97.57,5.70, 	155.48 ,9.01, 	14.35 ,NA,,NA,,,1.00,2.00,12.07%,5.85%,6.22%,,,,
1878.01,3.25,0.19,0.30,9.23,1878.04,4.34,100.59,5.86, 	161.07 ,9.31, 	14.91 ,NA,,NA,,,1.00,2.08,11.67%,5.38%,6.30%,,,,
1878.02,3.18,0.19,0.30,9.13,1878.12,4.33,99.45,5.89, 	160.03 ,9.43, 	15.18 ,NA,,NA,,,1.00,2.11,11.85%,5.39%,6.46%,,,,
1878.03,3.24,0.19,0.30,8.94,1878.21,4.32,103.48,5.99, 	167.32 ,9.66, 	15.62 ,NA,,NA,,,1.00,2.16,10.97%,5.17%,5.80%,,,,
1878.04,3.33,0.19,0.30,8.85,1878.29,4.31,107.50,6.03, 	174.63 ,9.79, 	15.91 ,NA,,NA,,,1.00,2.19,10.71%,5.18%,5.53%,,,,
1878.05,3.34,0.19,0.30,8.56,1878.37,4.30,111.41,6.20, 	181.83 ,10.15, 	16.56 ,NA,,NA,,,1.00,2.28,10.59%,4.96%,5.63%,,,,
1878.06,3.41,0.19,0.31,8.37,1878.46,4.29,116.33,6.31, 	190.72 ,10.41, 	17.06 ,NA,,NA,,,1.00,2.34,9.89%,4.85%,5.04%,,,,
1878.07,3.48,0.18,0.31,8.47,1878.54,4.28,117.39,6.21, 	193.29 ,10.32, 	16.99 ,NA,,NA,,,1.00,2.32,9.94%,4.85%,5.09%,,,,
1878.08,3.45,0.18,0.31,8.56,1878.62,4.27,115.08,6.11, 	190.34 ,10.23, 	16.92 ,NA,,NA,,,1.00,2.31,10.38%,4.97%,5.42%,,,,
1878.09,3.52,0.18,0.31,8.56,1878.71,4.26,117.42,6.09, 	195.04 ,10.26, 	17.04 ,NA,,NA,,,1.00,2.32,10.42%,4.97%,5.46%,,,,
1878.1,3.48,0.18,0.31,8.47,1878.79,4.25,117.39,6.13, 	195.84 ,10.40, 	17.35 ,NA,,NA,,,1.00,2.35,10.23%,4.73%,5.50%,,,,
1878.11,3.47,0.18,0.31,8.37,1878.87,4.24,118.38,6.17, 	198.35 ,10.55, 	17.67 ,NA,,NA,,,1.00,2.39,9.77%,4.49%,5.28%,,,,
1878.12,3.45,0.18,0.31,8.18,1878.96,4.23,120.44,6.28, 	202.67 ,10.82, 	18.21 ,NA,,NA,,,1.00,2.46,9.37%,4.25%,5.11%,,,,
1879.01,3.58,0.18,0.32,8.28,1879.04,4.22,123.54,6.27, 	208.77 ,10.90, 	18.42 ,NA,,NA,,,1.00,2.44,9.68%,4.74%,4.94%,,,,
1879.02,3.71,0.18,0.32,8.37,1879.12,4.20,126.57,6.25, 	214.77 ,10.97, 	18.62 ,NA,,NA,,,1.00,2.42,9.66%,4.97%,4.69%,,,,
1879.03,3.65,0.19,0.33,8.28,1879.21,4.19,125.95,6.38, 	214.63 ,11.30, 	19.26 ,NA,,NA,,,1.00,2.46,9.61%,4.96%,4.66%,,,,
1879.04,3.77,0.19,0.33,8.18,1879.29,4.17,131.61,6.52, 	225.19 ,11.64, 	19.91 ,NA,,NA,,,1.00,2.50,9.10%,4.82%,4.29%,,,,
1879.05,3.94,0.19,0.34,8.18,1879.37,4.15,137.54,6.57, 	236.28 ,11.84, 	20.34 ,NA,,NA,,,1.00,2.52,9.18%,5.06%,4.12%,,,,
1879.06,3.96,0.19,0.35,8.09,1879.46,4.14,139.87,6.71, 	241.24 ,12.19, 	21.02 ,NA,,NA,,,1.00,2.56,9.17%,4.92%,4.26%,,,,
1879.07,4.04,0.19,0.35,8.18,1879.54,4.12,141.03,6.69, 	244.21 ,12.25, 	21.21 ,NA,,NA,,,1.00,2.54,8.85%,5.02%,3.83%,,,,
1879.08,4.07,0.19,0.36,8.18,1879.62,4.10,142.08,6.75, 	247.00 ,12.45, 	21.65 ,NA,,NA,,,1.00,2.55,8.91%,5.00%,3.91%,,,,
1879.09,4.22,0.20,0.36,8.47,1879.71,4.09,142.35,6.58, 	248.42 ,12.23, 	21.34 ,NA,,NA,,,1.00,2.48,9.01%,5.21%,3.80%,,,,
1879.1,4.68,0.20,0.37,8.94,1879.79,4.07,149.47,6.28, 	261.76 ,11.76, 	20.60 ,NA,,NA,,,1.00,2.36,8.28%,5.77%,2.51%,,,,
1879.11,4.93,0.20,0.37,9.42,1879.87,4.05,149.50,6.01, 	262.69 ,11.35, 	19.94 ,NA,,NA,,,1.00,2.25,8.18%,6.31%,1.87%,,,,
1879.12,4.92,0.20,0.38,9.70,1879.96,4.04,144.81,5.89, 	255.31 ,11.18, 	19.72 ,NA,,NA,,,1.00,2.19,8.33%,6.47%,1.86%,,,,
1880.01,5.11,0.21,0.39,9.99,1880.04,4.02,146.10,5.86, 	258.45 ,11.13, 	19.69 ,NA,,NA,,,1.01,2.14,8.62%,7.03%,1.59%,,,,
1880.02,5.20,0.21,0.40,9.99,1880.12,3.99,148.68,6.00, 	263.89 ,11.39, 	20.21 ,NA,,NA,,,1.01,2.15,8.31%,6.99%,1.33%,,,,
1880.03,5.30,0.22,0.41,10.09,1880.21,3.97,150.11,6.09, 	267.33 ,11.54, 	20.55 ,NA,,NA,,,1.01,2.14,8.13%,7.04%,1.08%,,,,
1880.04,5.18,0.22,0.42,9.70,1880.29,3.94,152.46,6.48, 	272.49 ,12.26, 	21.92 ,NA,,NA,,,1.01,2.24,8.18%,6.59%,1.59%,,,,
1880.05,4.77,0.23,0.43,9.42,1880.37,3.91,144.65,6.82, 	259.54 ,12.91, 	23.17 ,NA,,NA,,,1.01,2.32,9.07%,6.10%,2.97%,,,,
1880.06,4.79,0.23,0.44,9.23,1880.46,3.89,148.25,7.12, 	267.07 ,13.46, 	24.25 ,NA,,NA,,,1.01,2.38,8.71%,5.84%,2.87%,,,,
1880.07,5.01,0.24,0.44,9.23,1880.54,3.86,155.06,7.27, 	280.42 ,13.75, 	24.86 ,NA,,NA,,,1.01,2.39,8.14%,5.80%,2.34%,,,,
1880.08,5.19,0.24,0.45,9.23,1880.62,3.83,160.63,7.43, 	291.62 ,14.03, 	25.47 ,NA,,NA,,,1.01,2.41,7.11%,5.38%,1.73%,,,,
1880.09,5.18,0.25,0.46,9.32,1880.71,3.81,158.69,7.51, 	289.22 ,14.17, 	25.82 ,NA,,NA,,,1.01,2.40,6.93%,5.32%,1.61%,,,,
1880.1,5.33,0.25,0.47,9.32,1880.79,3.78,163.28,7.66, 	298.76 ,14.45, 	26.44 ,NA,,NA,,,1.01,2.41,6.13%,5.28%,0.85%,,,,
1880.11,5.61,0.26,0.48,9.42,1880.87,3.75,170.12,7.73, 	312.46 ,14.58, 	26.78 ,NA,,NA,,,1.01,2.40,5.15%,5.60%,-0.45%,,,,
1880.12,5.84,0.26,0.49,9.51,1880.96,3.73,175.33,7.81, 	323.21 ,14.71, 	27.12 ,NA,,NA,,,1.01,2.39,4.59%,5.66%,-1.08%,,,,
1881.01,6.19,0.27,0.49,9.42,1881.04,3.70,187.71,8.04, 	347.27 ,14.73, 	27.25 ,18.47,,24.14,,-1.05%,1.00,2.42,4.54%,5.65%,-1.11%,,,,
1881.02,6.17,0.27,0.48,9.51,1881.12,3.69,185.23,8.11, 	343.94 ,14.46, 	26.85 ,18.15,,23.66,,-1.14%,1.00,2.41,4.68%,5.62%,-0.94%,,,,
1881.03,6.24,0.28,0.48,9.51,1881.21,3.69,187.33,8.26, 	349.12 ,14.34, 	26.72 ,18.27,,23.77,,-1.31%,1.00,2.42,4.24%,5.49%,-1.25%,,,,
1881.04,6.22,0.28,0.47,9.61,1881.29,3.68,184.89,8.32, 	345.85 ,14.07, 	26.32 ,17.95,,23.31,,-0.75%,1.00,2.40,4.60%,5.46%,-0.87%,,,,
1881.05,6.50,0.29,0.47,9.51,1881.37,3.67,195.14,8.56, 	366.36 ,14.09, 	26.45 ,18.87,,24.46,,-0.89%,1.00,2.43,4.12%,5.48%,-1.36%,,,,
1881.06,6.58,0.29,0.47,9.51,1881.46,3.67,197.54,8.71, 	372.23 ,13.96, 	26.31 ,19.03,,24.62,,-0.77%,1.00,2.44,4.03%,5.73%,-1.70%,,,,
1881.07,6.35,0.30,0.46,9.61,1881.54,3.66,188.75,8.77, 	357.05 ,13.70, 	25.91 ,18.12,,23.40,,-0.40%,1.00,2.43,4.46%,5.96%,-1.50%,,,,
1881.08,6.20,0.30,0.46,9.80,1881.62,3.65,180.71,8.74, 	343.22 ,13.31, 	25.28 ,17.29,,22.29,,0.21%,1.00,2.39,5.26%,6.16%,-0.91%,,,,
1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,175.36,8.56, 	334.41 ,12.70, 	24.21 ,16.72,,21.54,,0.56%,1.00,2.31,6.53%,6.69%,-0.17%,,,,
1881.1,6.15,0.31,0.45,10.28,1881.79,3.64,170.96,8.62, 	327.38 ,12.46, 	23.86 ,16.26,,20.93,,0.67%,1.00,2.29,6.79%,6.79%,-0.00%,,,,
1881.11,6.19,0.32,0.44,10.18,1881.87,3.63,173.68,8.84, 	334.00 ,12.46, 	23.97 ,16.48,,21.19,,0.51%,1.00,2.32,6.58%,6.82%,-0.23%,,,,
1881.12,6.01,0.32,0.44,10.18,1881.96,3.63,168.63,8.98, 	325.73 ,12.35, 	23.85 ,15.96,,20.51,,0.49%,1.00,2.33,7.21%,6.81%,0.40%,,,,
1882.01,5.92,0.32,0.44,10.18,1882.04,3.62,166.10,8.98, 	322.29 ,12.32, 	23.91 ,15.68,,20.14,,0.61%,1.00,2.34,7.83%,7.08%,0.75%,,,,
1882.02,5.79,0.32,0.44,10.28,1882.12,3.62,160.95,8.90, 	313.73 ,12.18, 	23.75 ,15.15,,19.46,,0.92%,1.00,2.33,8.18%,7.17%,1.01%,,,,
1882.03,5.78,0.32,0.44,10.28,1882.21,3.62,160.67,8.90, 	314.64 ,12.16, 	23.82 ,15.09,,19.38,,0.80%,1.00,2.33,8.59%,7.45%,1.14%,,,,
1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,159.20,8.81, 	313.19 ,12.03, 	23.66 ,14.92,,19.15,,0.75%,1.00,2.32,8.80%,7.68%,1.12%,,,,
1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,155.84,8.73, 	308.02 ,11.89, 	23.51 ,14.57,,18.70,,1.00%,1.00,2.30,9.02%,7.77%,1.25%,,,,
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,153.62,8.65, 	305.06 ,11.77, 	23.36 ,14.33,,18.39,,1.27%,1.00,2.29,9.10%,7.85%,1.25%,,,,
1882.07,6.00,0.32,0.43,10.47,1882.54,3.63,163.75,8.73, 	326.62 ,11.85, 	23.64 ,15.24,,19.56,,0.91%,1.00,2.32,8.11%,7.46%,0.65%,,,,
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,167.15,8.65, 	334.83 ,11.72, 	23.48 ,15.53,,19.91,,0.80%,1.00,2.30,7.89%,7.41%,0.49%,,,,
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,173.46,8.90, 	348.96 ,12.02, 	24.19 ,16.08,,20.62,,0.24%,1.00,2.37,7.21%,7.10%,0.11%,,,,
1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,170.31,8.98, 	344.13 ,12.11, 	24.47 ,15.76,,20.19,,0.49%,1.00,2.40,7.62%,6.99%,0.62%,,,,
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,164.55,9.06, 	334.02 ,12.20, 	24.77 ,15.19,,19.47,,0.35%,1.00,2.43,7.66%,6.61%,1.05%,,,,
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,166.98,9.15, 	340.49 ,12.29, 	25.07 ,15.38,,19.70,,0.32%,1.00,2.46,7.24%,6.37%,0.88%,,,,
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,166.12,9.17, 	340.30 ,12.22, 	25.04 ,15.27,,19.56,,0.36%,1.00,2.47,7.08%,5.97%,1.12%,,,,
